epoch,train_loss,val_loss,val_acc,Heff,M,H_raw,Hz,Mz,Psi
1,1.9883938383082955,1.8703325192133586,36.94,0.4111122905071876,0.05040367721933591,0.5,0.0,2.271713697626023,1.1358568488130114
2,1.5985987904120464,1.4866408904393513,47.56,0.4111122905071876,0.038038209356668906,0.5,0.0,-1.2643332339007622,-0.6321666169503811
3,1.4087980207131834,1.4234377145767212,49.59,0.4111122905071876,0.03746696288831751,0.5,0.0,-1.4276876935939518,-0.7138438467969759
4,1.268717113806277,1.2946519056955974,54.24,0.4111122905071876,0.04522348527160438,0.5,0.0,0.7903785759038174,0.3951892879519087
5,1.179538785194864,1.2520973285039265,56.27,0.4111122905071876,0.03799628212180127,0.5,0.0,-1.276322806139166,-0.638161403069583
6,1.107462080157533,1.2212645610173543,57.4,0.4111122905071876,0.039158764369886245,0.5,0.0,-0.9438977145900093,-0.47194885729500463
7,1.0410544513439646,1.117785374323527,60.5,0.4111122905071876,0.04281236880227935,0.5,0.0,0.10089225095439514,0.05044612547719757
8,0.9901200903921711,1.1054422855377197,62.12,0.4111122905071876,0.043036626442922984,0.5,0.0,0.16502128762946403,0.08251064381473201
9,0.9347687625155157,1.0977917114893596,62.38,0.4111122905071876,0.042126254363598355,0.5,0.0,-0.09531001834258603,-0.04765500917129301
10,0.8951137473388594,1.1059748729070027,62.24,0.4111122905071876,0.0481439918396583,0.5,0.0,1.6255308243399333,0.8127654121699667
11,0.8604466933376935,1.0504508415857952,63.53,0.4111122905071876,0.036874807609060783,0.5,0.0,-1.5970212668528223,-0.7985106334264112
12,0.8239098446709769,1.0271583398183186,63.79,0.4111122905071876,0.0391874343923843,0.5,0.0,-0.9356991938217719,-0.46784959691088596
13,0.7889183364352401,1.0037932395935059,65.22,0.4111122905071876,0.038058068406557476,0.5,0.0,-1.2586543115015925,-0.6293271557507962
14,0.7632892393336004,0.9920891722043356,66.0,0.4111122905071876,0.04605882266926749,0.5,0.0,1.0292528566509374,0.5146264283254687
15,0.732706927523321,1.0043907562891643,66.19,0.4111122905071876,0.04383395022667772,0.5,0.0,0.39302514080281065,0.19651257040140532
16,0.71096648549547,1.0018994212150574,66.67,0.4111122905071876,0.04542651514295165,0.5,0.0,0.848437289214076,0.424218644607038
17,0.6874174846678364,0.9820979436238607,67.14,0.4111122905071876,0.040587833540479096,0.5,0.0,-0.5352390441913882,-0.2676195220956941
18,0.6615259635205172,0.9966123302777609,67.03,0.4111122905071876,0.04120302587892281,0.5,0.0,-0.35931776043468217,-0.17965888021734108
19,0.6405423976937119,1.034572919209798,67.12,0.4111122905071876,0.04417068866189808,0.5,0.0,0.48931934687834633,0.24465967343917316
20,0.6146416560727723,1.0016400615374248,67.33,0.4111122905071876,0.04276170818627273,0.5,0.0,0.08640526851515287,0.043202634257576436
21,0.5976542720989305,1.0069642066955566,67.45,0.4111122905071876,0.04511313557717449,0.5,0.0,0.7588228189589624,0.3794114094794812
22,0.5822905916340497,0.951659361521403,68.42,0.4111122905071876,0.04788862741726679,0.5,0.0,1.552506447725375,0.7762532238626875
23,0.5619100907019207,0.9876097043355306,68.48,0.4111122905071876,0.03769524577980182,0.5,0.0,-1.3624075904132005,-0.6812037952066002
24,0.5489496935387047,0.9932229320208231,68.07,0.4111122905071876,0.04141655916835912,0.5,0.0,-0.2982554746177643,-0.14912773730888215
25,0.5372388709564598,0.9966070254643759,69.12,0.4111122905071876,0.039602467000579976,0.5,0.0,-0.8170158737086134,-0.4085079368543067
26,0.5183174756108498,0.9898303151130676,68.29,0.4111122905071876,0.04105394267261569,0.5,0.0,-0.4019498080093674,-0.2009749040046837
27,0.5008067385274537,0.9765898982683817,68.73,0.4111122905071876,0.04652366036520971,0.5,0.0,1.1621785111146063,0.5810892555573032
28,0.49748686016822347,1.0115313132603962,68.39,0.4111122905071876,0.044470051716169696,0.5,0.0,0.5749256353929592,0.2874628176964796
29,0.3778650964401206,1.013494571050008,70.92,0.4111122905071876,0.04132716612085212,0.5,0.0,-0.3238184387407226,-0.1619092193703613
30,0.3300878723361054,1.0534056822458904,70.74,0.4111122905071876,0.04322593407496202,0.5,0.0,0.21915596969897588,0.10957798484948794
31,0.30526190524806784,1.08678404490153,70.12,0.4111122905071876,0.04166462765011069,0.5,0.0,-0.22731745565654995,-0.11365872782827498
32,0.2957040936667092,1.12729811668396,69.66,0.4111122905071876,0.04615474087054842,0.5,0.0,1.0566817631091396,0.5283408815545698
