epoch,train_loss,val_loss,val_acc,Heff,M,H_raw,Hz,Mz,Psi
1,4.262726735095589,3.9459615548451743,8.59,0.31385447085431445,0.04083650086401071,0.47164246430072165,1.4165030496895832,0.3039338510198784,0.8602184503547308
2,3.7523820473223317,3.5690953731536865,14.92,0.30887927463878234,0.03916064959250435,0.47007345761641783,0.4421860351528126,-0.15705655031628393,0.14256474241826433
3,3.5172588995524814,3.4324278036753335,17.86,0.30275477856965993,0.03878314508174557,0.4681219176469906,-0.757203992315949,-0.26089986796611203,-0.5090519301410306
4,3.3548770802361623,3.278365691502889,20.37,0.3083689826054517,0.04099527056219034,0.4699117130529826,0.3422530498155837,0.34760795750431756,0.3449305036599506
5,3.231130052585991,3.1955618858337402,21.86,0.30545871775147154,0.040806878613028494,0.46898630174273004,-0.22767835413367252,0.2957854111189456,0.03405352849263653
6,3.129381389034038,3.1399549643198648,23.07,0.31598554924033423,0.035581411640077484,0.4723101981836151,1.8338425556830291,-1.1416274178036883,0.34610756893967043
7,3.0414594460506827,3.027532418568929,24.62,0.31177757643452697,0.05274730456751614,0.4709892232555037,1.0097746548821451,3.5803380718907314,2.295056363386438
8,2.9528192281723022,2.9300222396850586,26.74,0.31078434742420946,0.03872309310773768,0.4706759474485015,0.8152657587178626,-0.27741886584474895,0.2689234464365568
9,2.874275168594049,2.8680848280588784,27.1,0.3054272839303449,0.03151339904007317,0.4689762786357885,-0.23383419310540474,-2.260649608496604,-1.2472419008010045
10,2.804148102293209,2.8242605527242026,28.37,0.2996309851662193,0.041374297709912834,0.4671177067901828,-1.3689517367301745,0.4518701196166128,-0.4585408085567808
11,2.7312345553417594,2.74714986483256,29.64,0.3102566631311943,0.03826351820425945,0.4705092768074607,0.7119267620802253,-0.4038379716452437,0.1540443952174908
12,2.6692420682128595,2.738267739613851,30.06,0.30378025614424525,0.04036499648854865,0.4684502631696166,-0.5563797020447123,0.17423320575877857,-0.1910732481429669
