epoch,train_loss,val_loss,val_acc,Heff,M,H_raw,Hz,Mz,Psi
1,3.888361964906965,3.49284299214681,17.54,0.30705839064873464,0.09717544013572037,0.4694955947563487,0.032586096932891724,4.397053621714344,2.214819859323618
2,3.2045576913016185,3.1743045647939048,24.06,0.40969128601761107,0.07026299386052848,0.4996108501626759,4.903674886383714,1.6980498953058707,3.300862390844792
3,2.8364544936588834,2.718165874481201,30.48,0.3080752862164263,0.058281951737669487,0.46981855188792365,0.08084926423438966,0.496491441451689,0.2886703528430393
4,2.5864454532156187,2.5012806256612143,35.41,0.35876322359428026,0.06504936833668544,0.48522297758430255,2.4865637540598806,1.1751842080672492,1.830873981063565
5,2.373386565519839,2.346108833948771,38.84,0.3115054387707826,0.04839380068228346,0.47090344471469336,0.24364870191543667,-0.49517450644759653,-0.12576290226607995
6,2.1991468619327157,2.276219209035238,40.41,0.30639467734696013,0.048597714285109554,0.4692844726113286,0.0010854127510480861,-0.47472435605007074,-0.23681947164951134
7,2.0724748178404204,2.234252691268921,41.07,0.2900815492123743,0.05886054506549101,0.46400912388226195,-0.7731565619263331,0.5545175878635403,-0.10931948703139638
8,1.9413325969053774,2.1180622577667236,43.55,0.3116453980976735,0.057722043997214915,0.47094756562315754,0.25029135099736266,0.4403392409984413,0.345315295997902
9,1.8182906180011982,2.087695837020874,44.73,0.30926366649259596,0.05876932347084671,0.47019519492860146,0.1372513156434333,0.5453691283977485,0.3413102220205909
10,1.7220730501778272,1.9730492035547893,47.2,0.2947802824290769,0.05280435747680314,0.4655461127507703,-0.5501486596914997,-0.05284722403633034,-0.30149794186391504
11,1.6188309448105949,2.020981232325236,46.45,0.29641647148471134,0.05344355056351048,0.4660779153474233,-0.47249302951875854,0.011256369716420817,-0.23061832990116887
12,1.5342656799725123,2.04815407594045,47.11,0.30224062494648685,0.04564271697127568,0.46795704850571745,-0.196071239665414,-0.771076039580103,-0.48357363962275846
13,1.4585541146142142,1.9549012184143066,48.46,0.3041755141449829,0.05253893641072771,0.4685766481623966,-0.10423891777925065,-0.0794658539103919,-0.09185238584482128
14,1.3744118213653564,1.9386892318725586,49.85,0.30012383353050326,0.051537799671351414,0.4672765482429353,-0.2965368739919521,-0.17986816452129473,-0.23820251925662342
15,1.3002092473360958,1.8900412321090698,50.76,0.30478019903517733,0.04839678330052754,0.4687698139334192,-0.07553979768534694,-0.4948753847076808,-0.28520759119651384
16,1.234527024687553,1.9075095256169636,50.58,0.29691699243201103,0.05179000986631912,0.4662402516039553,-0.44873766369268475,-0.1545744305702666,-0.30165604713147565
17,1.1667276608700654,1.936614751815796,50.53,0.30308375136439836,0.054082789866141665,0.4682273210589026,-0.1560553789843168,0.07536459838602053,-0.04034539029914813
18,1.1166629596632354,1.8734169403711955,51.45,0.30165135884653216,0.0495760210054695,0.467767892782491,-0.22403856420766924,-0.3766116294394121,-0.3003250968235407
19,1.0557397804698165,1.9130691687266033,51.07,0.2948092453021572,0.05123258044990755,0.4655555415348266,-0.5487740446047417,-0.2104780840962336,-0.3796260643504876
20,0.9995779139654977,1.9345213572184246,51.5,0.29313142768176115,0.04358173270692727,0.4650084266716208,-0.6284054198288358,-0.9777686662059191,-0.8030870430173774
21,0.9425468225868381,1.9408565362294514,51.7,0.2934762613183784,0.050119983610488895,0.46512102351230933,-0.6120391733586888,-0.32205853965479553,-0.4670488565067422
22,0.8936682191430306,1.920250693957011,51.94,0.3033879693970816,0.04934898642845398,0.46832473384923023,-0.14161680114603017,-0.39938054323946726,-0.2704986721927487
23,0.8483978473410314,1.970266302426656,51.88,0.304295515175975,0.04790010349301575,0.46861500001958134,-0.09854351500719444,-0.5446865626882524,-0.32161503884772347
24,0.8000450645174298,1.9604979753494263,52.59,0.30444365355115965,0.05162821327019576,0.4686623323702076,-0.09151267780771712,-0.17080073758791195,-0.13115670769781454
25,0.5316874272361094,1.784318486849467,56.39,0.295949963037337,0.04458772317971821,0.4659264651368792,-0.49463411849439265,-0.8768795828788108,-0.6857568506866017
26,0.4126845315402868,1.8593241771062214,56.02,0.2983474111768545,0.05725847688683911,0.4667033009269337,-0.3808481562673664,0.39384887941811775,0.006500361575375674
27,0.36713890031892427,1.875699758529663,56.34,0.2967851578864738,0.04689175539915264,0.4661975087328709,-0.4549947002356045,-0.6458120878458131,-0.5504033940407088
28,0.3290699547042652,1.9492231607437134,55.51,0.3059558502919519,0.04164748116055635,0.4691447400666695,-0.01974188185538108,-1.1717514828582576,-0.5957466823568194
29,0.30620309543244695,1.9997872114181519,55.7,0.2989095760421095,0.06523459039682304,0.46688492591271064,-0.354167091067707,1.1937598152570448,0.41979636209466886
30,0.28609770734091194,2.014313538869222,55.51,0.30591754821756034,0.04655003209599901,0.4691325383205039,-0.02155974740921513,-0.6800829400448736,-0.3508213437270444
31,0.2786084135272065,2.040856679280599,55.1,0.30596688853038834,0.04527422556323592,0.46914825631246904,-0.01921799290817896,-0.8080314197517527,-0.41362470632996584
32,0.19090687240264853,1.9685137669245403,56.77,0.3008320507533802,0.05042205325522069,0.46750453479816323,-0.262923976660615,-0.2917644858021904,-0.2773442312314027
33,0.14997474088960763,1.9679938157399495,57.34,0.3028427858999969,0.04420310545324111,0.46815012185812943,-0.16749190884223433,-0.9154522442559877,-0.541472076549111
34,0.1321807654232395,1.999959905942281,57.04,0.30153814216023933,0.05561535732625556,0.4677315253268345,-0.22941197328277754,0.22906319729907246,-0.0001743879918525426
35,0.11796031550181155,2.0092622439066568,57.44,0.29977588584955367,0.05217331888083915,0.46716442307868977,-0.31305091699831294,-0.11613301770215519,-0.21459196735023406
